ZZ038-training,control,0,csp,0.0322473404255319,0.426694095196849,0.382145795292654
ZZ038-training,control,0,csp_shock,0.554188829787234,0.426694095196849,0.382145795292654
ZZ038-training,control,0,csm,0.634487350199734,0.426694095196849,0.382145795292654
ZZ039-training,control,0,csp,0,0.319195413909793,0.30327868852459
ZZ039-training,control,0,csp_shock,0.384807180851064,0.319195413909793,0.30327868852459
ZZ039-training,control,0,csm,0.435530403905903,0.319195413909793,0.30327868852459
ZZ040-training,control,0,csp,0.139960106382979,0.329361553168,0.307949657479688
ZZ040-training,control,0,csp_shock,0.444315159574468,0.329361553168,0.307949657479688
ZZ040-training,control,0,csm,0.358394322466179,0.329361553168,0.307949657479688
ZZ041-training,control,0,csp,0,0.243347697279828,0.222952517527087
ZZ041-training,control,0,csp_shock,0.397523271276596,0.243347697279828,0.222952517527087
ZZ041-training,control,0,csm,0.232356857523302,0.243347697279828,0.222952517527087
ZZ042-training,control,0,csp,0.0774601063829787,0.376824190767247,0.366510860599395
ZZ042-training,control,0,csp_shock,0.444980053191489,0.376824190767247,0.366510860599395
ZZ042-training,control,0,csm,0.439857967154905,0.376824190767247,0.366510860599395
ZZ043-training,control,0,csp,0.183510638297872,0.407043603258265,0.386668838455134
ZZ043-training,control,0,csp_shock,0.547623005319149,0.407043603258265,0.386668838455134
ZZ043-training,control,0,csm,0.418885929871283,0.407043603258265,0.386668838455134
ZZ019-training,jaws,0,csp,0.0412234042553191,0.395001001301692,0.381000143287004
ZZ019-training,jaws,0,csp_shock,0.557014627659574,0.395001001301692,0.381000143287004
ZZ019-training,jaws,0,csm,0.38353280141844,0.395001001301692,0.381000143287004
ZZ020-training,jaws,0,csp,0.0132978723404255,0.299154983907325,0.312991357207138
ZZ020-training,jaws,0,csp_shock,0.376828457446808,0.299154983907325,0.312991357207138
ZZ020-training,jaws,0,csm,0.200576241134752,0.299154983907325,0.312991357207138
ZZ021-training,jaws,0,csp,0.0794547872340425,0.295155005253288,0.265886909069572
ZZ021-training,jaws,0,csp_shock,0.442403590425532,0.295155005253288,0.265886909069572
ZZ021-training,jaws,0,csm,0.336546985815603,0.295155005253288,0.265886909069572
ZZ022-training,jaws,0,csp,0.0508643617021277,0.500086107921929,0.510651354431489
ZZ022-training,jaws,0,csp_shock,0.571642287234043,0.500086107921929,0.510651354431489
ZZ022-training,jaws,0,csm,0.500998668442077,0.500086107921929,0.510651354431489
ZZ025-training,jaws,0,csp,0.0894281914893617,0.452951069111876,0.441071217900822
ZZ025-training,jaws,0,csp_shock,0.551363031914894,0.452951069111876,0.441071217900822
ZZ025-training,jaws,0,csm,0.509862588652482,0.452951069111876,0.441071217900822
ZZ026-training,jaws,0,csp,0.0818363273453094,0.296929099362643,0.249299000406687
ZZ026-training,jaws,0,csp_shock,0.482202262142382,0.296929099362643,0.249299000406687
ZZ026-training,jaws,0,csm,0.368397691966267,0.296929099362643,0.249299000406687
ZZ038-1d-sameContext,control,1,csp,0.939747003994674,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csp_laser,0.913781624500666,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csm,0.944518419884598,0.724597568196527,0.660922993429341
ZZ038-1d-sameContext,control,1,csm_laser,0.694629383044829,0.724597568196527,0.660922993429341
ZZ039-1d-sameContext,control,1,csp,0.744007989347537,0.462303722714353,0.367375500524822
ZZ039-1d-sameContext,control,1,csp_laser,0.625,0.462303722714353,0.367375500524822
ZZ039-1d-sameContext,control,1,csm,0.700621393697292,0.462303722714353,0.367375500524822
ZZ039-1d-sameContext,control,1,csm_laser,0.715268530847759,0.462303722714353,0.367375500524822
ZZ040-1d-sameContext,control,1,csp,0.580892143808256,0.46805200577842,0.392898844274991
ZZ040-1d-sameContext,control,1,csp_laser,0.604194407456724,0.46805200577842,0.392898844274991
ZZ040-1d-sameContext,control,1,csm,0.510874389702619,0.46805200577842,0.392898844274991
ZZ040-1d-sameContext,control,1,csm_laser,0.793164669329783,0.46805200577842,0.392898844274991
ZZ041-1d-sameContext,control,1,csp,0.707223701731025,0.432036374478235,0.332233127768609
ZZ041-1d-sameContext,control,1,csp_laser,0.654460719041278,0.432036374478235,0.332233127768609
ZZ041-1d-sameContext,control,1,csm,0.64780292942743,0.432036374478235,0.332233127768609
ZZ041-1d-sameContext,control,1,csm_laser,0.572791833111407,0.432036374478235,0.332233127768609
ZZ019-1d-sameCtxt,jaws,1,csp,0.72905585106383,0.50484496124031,0.418524707567439
ZZ019-1d-sameCtxt,jaws,1,csp_laser,0.766954787234043,0.50484496124031,0.418524707567439
ZZ019-1d-sameCtxt,jaws,1,csm,0.600664451827242,0.50484496124031,0.418524707567439
ZZ019-1d-sameCtxt,jaws,1,csm_laser,0.561904761904762,0.50484496124031,0.418524707567439
ZZ020-1d-sameCtxt,jaws,1,csp,0.458776595744681,0.50010657496483,0.476326621651763
ZZ020-1d-sameCtxt,jaws,1,csp_laser,0.636303191489362,0.50010657496483,0.476326621651763
ZZ020-1d-sameCtxt,jaws,1,csm,0.585992907801418,0.50010657496483,0.476326621651763
ZZ020-1d-sameCtxt,jaws,1,csm_laser,0.547650709219858,0.50010657496483,0.476326621651763
ZZ021-1d-sameCtxt,jaws,1,csp,0.666389627659574,0.411685207841352,0.327876843088671
ZZ021-1d-sameCtxt,jaws,1,csp_laser,0.692985372340426,0.411685207841352,0.327876843088671
ZZ021-1d-sameCtxt,jaws,1,csm,0.490691489361702,0.411685207841352,0.327876843088671
ZZ021-1d-sameCtxt,jaws,1,csm_laser,0.532579787234043,0.411685207841352,0.327876843088671
ZZ025-1d-sameCntxt,jaws,1,csp,0.815824468085106,0.517104319127565,0.432516346588806
ZZ025-1d-sameCntxt,jaws,1,csp_laser,0.782247340425532,0.517104319127565,0.432516346588806
ZZ025-1d-sameCntxt,jaws,1,csm,0.599955673758865,0.517104319127565,0.432516346588806
ZZ025-1d-sameCntxt,jaws,1,csm_laser,0.594193262411348,0.517104319127565,0.432516346588806
ZZ038-2dRet-AltContxt,control,2,csp,0.76930758988016,0.521050549574751,0.425212043252804
ZZ038-2dRet-AltContxt,control,2,csp_laser,0.786451398135819,0.521050549574751,0.425212043252804
ZZ038-2dRet-AltContxt,control,2,csm,0.897248113626276,0.521050549574751,0.425212043252804
ZZ038-2dRet-AltContxt,control,2,csm_laser,0.518197958277852,0.521050549574751,0.425212043252804
ZZ039-2dRet-AltContxt,control,2,csp,0.6008655126498,0.273982286165745,0.168097967487627
ZZ039-2dRet-AltContxt,control,2,csp_laser,0.542942743009321,0.273982286165745,0.168097967487627
ZZ039-2dRet-AltContxt,control,2,csm,0.582778517532179,0.273982286165745,0.168097967487627
ZZ039-2dRet-AltContxt,control,2,csm_laser,0.371948513093653,0.273982286165745,0.168097967487627
ZZ040-2dRet-AltContxt,control,2,csp,0.530625832223702,0.237514609722968,0.131083573759637
ZZ040-2dRet-AltContxt,control,2,csp_laser,0.570572569906791,0.237514609722968,0.131083573759637
ZZ040-2dRet-AltContxt,control,2,csm,0.37838437638704,0.237514609722968,0.131083573759637
ZZ040-2dRet-AltContxt,control,2,csm_laser,0.260541500221926,0.237514609722968,0.131083573759637
ZZ041-2dRet-AltContxt,control,2,csp,0.399633821571238,0.162830102274462,0.105031248594937
ZZ041-2dRet-AltContxt,control,2,csp_laser,0.391311584553928,0.162830102274462,0.105031248594937
ZZ041-2dRet-AltContxt,control,2,csm,0.126719928983577,0.162830102274462,0.105031248594937
ZZ041-2dRet-AltContxt,control,2,csm_laser,0.1491344873502,0.162830102274462,0.105031248594937
ZZ019-2d-altCntxt-redo4,jaws,2,csp,0.599367509986684,0.289479677512412,0.190743838519014
ZZ019-2d-altCntxt-redo4,jaws,2,csp_laser,0.472536617842876,0.289479677512412,0.190743838519014
ZZ019-2d-altCntxt-redo4,jaws,2,csm,0.390146471371505,0.289479677512412,0.190743838519014
ZZ019-2d-altCntxt-redo4,jaws,2,csm_laser,0.513981358189081,0.289479677512412,0.190743838519014
ZZ020-2d-altCntxt-redo4,jaws,2,csp,0.255821689953426,0.229325389073387,0.221504258268964
ZZ020-2d-altCntxt-redo4,jaws,2,csp_laser,0.345642049234864,0.229325389073387,0.221504258268964
ZZ020-2d-altCntxt-redo4,jaws,2,csm,0.207723035952064,0.229325389073387,0.221504258268964
ZZ020-2d-altCntxt-redo4,jaws,2,csm_laser,0.130492676431425,0.229325389073387,0.221504258268964
ZZ021-2d-altCntxt-redo4,jaws,2,csp,0.544274300932091,0.203183861951634,0.130568699223284
ZZ021-2d-altCntxt-redo4,jaws,2,csp_laser,0.427762982689747,0.203183861951634,0.130568699223284
ZZ021-2d-altCntxt-redo4,jaws,2,csm,0.0774522858411008,0.203183861951634,0.130568699223284
ZZ021-2d-altCntxt-redo4,jaws,2,csm_laser,0.296715490457168,0.203183861951634,0.130568699223284
ZZ025-2d-altCntxt-redo4,jaws,2,csp,0.538948069241012,0.188071054218264,0.100492497995648
ZZ025-2d-altCntxt-redo4,jaws,2,csp_laser,0.536118508655127,0.188071054218264,0.100492497995648
ZZ025-2d-altCntxt-redo4,jaws,2,csm,0.167998224589436,0.188071054218264,0.100492497995648
ZZ025-2d-altCntxt-redo4,jaws,2,csm_laser,0.124722592099423,0.188071054218264,0.100492497995648
ZZ012_interleavedCSpCSm,jaws,14,csp,0.347406914893617,0.193321033210332,0.136881708531592
ZZ012_interleavedCSpCSm,jaws,14,csp_laser,0.122839095744681,0.193321033210332,0.136881708531592
ZZ012_interleavedCSpCSm,jaws,14,csm,0.621594684385382,0.193321033210332,0.136881708531592
ZZ012_interleavedCSpCSm,jaws,14,csm_laser,0.275747508305648,0.193321033210332,0.136881708531592
ZZ013_interleavedCSpCSm,jaws,14,csp,0.473404255319149,0.21515661839003,0.15143230426788
ZZ013_interleavedCSpCSm,jaws,14,csp_laser,0.341589095744681,0.21515661839003,0.15143230426788
ZZ013_interleavedCSpCSm,jaws,14,csm,0.0482047872340426,0.21515661839003,0.15143230426788
ZZ013_interleavedCSpCSm,jaws,14,csm_laser,0.488364361702128,0.21515661839003,0.15143230426788
ZZ014_interleavedCSpCSm,jaws,14,csp,0.824634308510638,0.385687779801522,0.253347748101919
ZZ014_interleavedCSpCSm,jaws,14,csp_laser,0.527593085106383,0.385687779801522,0.253347748101919
ZZ014_interleavedCSpCSm,jaws,14,csm,0.836103723404255,0.385687779801522,0.253347748101919
ZZ014_interleavedCSpCSm,jaws,14,csm_laser,0.564162234042553,0.385687779801522,0.253347748101919
ZZ016_interleavedCSpCSm,control,14,csp,0.11377245508982,0.0903182078865505,0.0735171261487051
ZZ016_interleavedCSpCSm,control,14,csp_laser,0.0665335994677312,0.0903182078865505,0.0735171261487051
ZZ016_interleavedCSpCSm,control,14,csm,0.153257978723404,0.0903182078865505,0.0735171261487051
ZZ016_interleavedCSpCSm,control,14,csm_laser,0.248670212765957,0.0903182078865505,0.0735171261487051
ZZ017_interleavedCSpCSm,control,14,csp,0.602892287234043,0.54676493272774,0.47149911904112
ZZ017_interleavedCSpCSm,control,14,csp_laser,0.738031914893617,0.54676493272774,0.47149911904112
ZZ017_interleavedCSpCSm,control,14,csm,0.708776595744681,0.54676493272774,0.47149911904112
ZZ017_interleavedCSpCSm,control,14,csm_laser,0.898271276595745,0.54676493272774,0.47149911904112
